id;name
147;Spit, iron
148;Pitchfork
149;Threshing Flail
150;Cutlery
151;File
152;Pulley for 500 pounds
153;Hammer
154;Gimlet
155;Handsaw
156;Hammock
157;Sickle
158;Woodsman's ax
159;Wooden bowl
160;Wooden plate
161;Piton, 10
162;Jug
163;Copper kettle
164;Glue
165;Chisel
166;Knife
167;Needle and thread
168;Nails, 10
169;Frying pan
170;Showel
171;Scissors
172;Bedroll
173;Snowshoes
174;Spade
175;Pick
176;Rope ladder, per yard
177;Blanket
178;Tongs
179;Tent, 1 person
180;Tent, 2 person
181;Provisions for 1 day
182;Torch
183;Gwen-Petryl stone (fist-sized)
184;Candles, 10
185;Lantern
186;Oil lamp
187;Bulls-eye lantern
188;Flint and steel
189;Candle holder
190;Lamp oil, 12 hours
191;Tinder, 25 portion
192;Tinder box (space for 25 portions)
193;Leech
194;Surgical instruments
195;Skull drill
196;Cupping glass
197;Bandages, 10
198;Wound sewing kit
199;Canteen
200;Purse
201;Money pouch
202;Belt pouch
203;Pannier
204;Leather knapsack
205;Leather backpack
206;Phial
207;Powder box
208;Sack
209;Jewelry box
210;Jar
211;Drinking horn
212;Chest
213;Cloth satchel
214;Shoulder bag
215;Vase
216;Waterskin
217;Rope, thin, per yard
218;Chain, per yard
219;Rope, climbing, per yard
220;Twine, per 10 yards
221;Crowbar
222;Lockpicks
223;False beard/wig
224;Grapnel
225;Archaic laboratory
226;Witch kitchen
227;Alchemical laboratory
228;Precision mechanic's tools
229;Engraver's tools
230;Cartographer's tools
231;Sewing box
232;Tattoo artist's tools
233;Carpenter's tools
234;Abacus
235;Astrolabe
236;Amber glasses
237;Telescope
238;Compass (south-pointer)
239;Quadrant
240;Hourglass
241;Pocket watch (Vinsalter Egg)
242;Amulet, Bronze
243;Amulet, Silver
244;Amulet, Gold
245;Bracelet, Bronze
246;Bracelet, Silver
247;Bracelet, Gold
248;Brooch, Bronze
249;Brooch, Silver
250;Brooch, Gold
251;Necklace, Bronze
252;Necklace, Silver
253;Necklace, Gold
254;Earing, Bronze
255;Earing, Silver
256;Earing, Gold
257;Ring, Bronze
258;Ring, Silver
259;Ring, Gold
260;Tiara, Bronze
261;Tiara, Silver
262;Tiara, Gold
263;Amethyst
264;Aquamarine
265;Aventurine
266;Clear Crystall
267;Amber
268;Diamond
269;Garnet
270;Green Jade
271;Carnelian
272;Lapis Lazuli
273;Moonstone
274;Onyx
275;Opal
276;Pearl
277;Ruby
278;Sapphire
279;Emerald
280;Topaz
281;Turquoise
282;Quill pen
283;Penknife
284;Charcoal
285;Chalk
286;Paper, 1 sheet
287;Parchment, 1 sheet
288;Brush
289;Sealing wax
290;Diary
291;Ink
292;Breviary of the Guidance of the Twelvegods
293;Codex Albyricus
294;Encyclopaedia Magica
295;Handbooke of the Wandering Adept
296;Bracelet of Willpower
297;Firn Blade
298;Antidote
299;Healing potion
300;Love potion
301;potion of Invisibility
302;Transformation Elixir
303;Weapon Balm
304;Potion of Will
305;Magic potion
306;Arax
307;Kelmon
308;Tulmadron
309;Wurara
310;Mandrake Root
311;Axorda tree bark
312;Donf
313;Leechfright
314;Gulmond
315;Lulany
316;Wirsel herb
317;Symphonia
318;Fanfare trumpet
319;Flute
320;Hand Harp
321;Kabas Flute
322;Lute
323;Bagpipes
324;Bells
325;Signal horn
326;Spinet
327;Standing Harp
328;Drum
329;Bath oil
330;Beer, small keg
331;Burning lens
332;Board game
333;Brush
334;Divine figurines
335;Hand mirror
336;Juggling ball
337;Coffee, roasted
338;Cocoa
339;Comb
340;Crystal ball
341;Lipstick
342;Nail file
343;Perfume
344;Pepper
345;Powder
346;Hard liquor
347;Chocolate
348;Sponge
349;Soap
350;Playing cards
351;Music box
352;Hobby-horse
353;Cloth doll
354;Tobacco
355;Tobacco tin
356;Tobacco pipe
357;Handkerchief
358;Hookah
359;Wine
360;Dice
361;Dog
362;Horse
363;Mule
364;Pony
365;Collar and leash
366;Horseshoe
367;Packsaddle
368;Riding saddle
369;Saddle-cloth
370;Saddle bag
371;Spur
372;Currycomb
373;Reins and tack
374;Dog food
375;Horse feed
376;Pony feed
377;Handcart
378;Cart, one axle
379;Boat, rowing, small
380;Boat, sailing, small
381;Coach
